200 1000 3656793528482.72 1.303909788372188e+18 10 6.67e-08
-5.215603032221027e+17 -5.540886418806547e+18 1.7514934448754775e+18 -12979.613143640836 34763.67091753201 -12128.970537005836 1.9884098706980512e+33
4.3118863867505556e+18 7.356418328686916e+18 -1.8533333253642726e+18 2351.4635868799223 -665.3870762811912 16488.928799193516 1.9884098706980512e+33
-2.584081580366567e+18 5.597012957366017e+18 -3.7707656950262907e+18 -11209.003275306832 -22316.44115771445 -30728.933284758496 1.9884098706980512e+33
2.15822955072495e+18 1.652386433427613e+17 4.995178939097778e+18 -40612.17457542131 19262.080506324175 16071.506106378843 1.9884098706980512e+33
-3.938253250419846e+17 -1.5173254760935657e+18 5.114835555689703e+18 -20192.552815757375 15302.99370318608 -2555.311061648838 1.9884098706980512e+33
3.7274326199681075e+18 3.1271356911089403e+18 -3.290750632402221e+17 3058.845423000948 5180.0422309290525 46981.74601179323 1.9884098706980512e+33
3.452593845147815e+18 -8.488257789866493e+17 2.4267260237815875e+17 14901.71042748661 19744.778320257265 19776.28059075813 1.9884098706980512e+33
-1.3054378270653688e+18 -2.3566925676868516e+18 -2.087601550975821e+18 -23502.395258514425 6760.310427076263 1394.5686406033572 1.9884098706980512e+33
4.721797768959674e+18 1.0264908089889997e+18 -5.291722957541215e+17 -18430.544405234086 -18733.057160782846 -11674.009314526818 1.9884098706980512e+33
5.454721574155866e+18 -7.920448159070216e+17 4.0675336144220017e+18 -8410.295877980585 8969.919143889432 -8422.375722124776 1.9884098706980512e+33
1.350201565899398e+18 -3.0267473633808154e+18 2.922501848144313e+18 -29072.730794925657 -7017.326961630533 -40295.50735684116 1.9884098706980512e+33
-3.052084069511676e+18 -2.602504885197524e+18 5.617810429072588e+18 8249.04390430714 -19285.34193657794 -20831.006507224563 1.9884098706980512e+33
-2.3039795771339756e+18 -4.833936725714844e+18 5.847271057467394e+18 -25135.00242264953 13641.129153523203 -3621.400742673976 1.9884098706980512e+33
8.716103352746975e+17 2.3620764600807056e+17 -4.839317608765744e+17 -3714.369914507675 -29974.448147484673 18948.4333303537 1.9884098706980512e+33
2.131588724705283e+18 4.963813208302256e+18 5.234972757489692e+18 13699.46920047613 -37474.66152149631 3851.741578746387 1.9884098706980512e+33
-6.032151630428036e+17 1.1053600964141448e+16 7.74907171219938e+18 11686.277741206322 6113.143550327561 -25564.219278704586 1.9884098706980512e+33
7.10619140586961e+18 -5.238131931499823e+18 1.2545854775369645e+17 9812.098460797288 10636.413586850815 34920.597813522814 1.9884098706980512e+33
3.3447389828879654e+17 -5.520056136324069e+18 -9727518636988476.0 -20636.532171506355 -4521.459448809174 -14032.530915164745 1.9884098706980512e+33
-5.991721236532476e+18 6.818628049003602e+18 -9.01755305505212e+17 -12883.542388010088 -15423.29062996846 -12151.293380734694 1.9884098706980512e+33
-2.1922610584307346e+18 -3.895076249678978e+18 5.919195810494356e+18 31897.9038894346 -22454.665792075186 -23683.015331171162 1.9884098706980512e+33
