100 1000 5171487002778.428 6.571293558136355e+18 10 6.67e-08
1.83820905467521e+18 5.326154852647058e+18 -3.4369665535626424e+18 12290.082387118337 -8310.409906904804 24382.37172530396 1.9884098706980512e+33
-2.152010710962486e+18 -2.275814229126809e+18 3.706329634255104e+18 -5425.000166865158 6731.208884135994 -39708.55552824296 1.9884098706980512e+33
-9.313038779940612e+17 -2.1936981594462113e+18 3.5316399664367483e+18 -15001.042200055213 24679.99499002245 18364.84729571174 1.9884098706980512e+33
5.74448270699927e+18 -1.204524485085242e+18 1.3884016398077816e+18 -6890.21875566226 -3493.8531074820853 7917.339420577755 1.9884098706980512e+33
2.3631564067324984e+18 1.3952851724092334e+18 -2.43346585158916e+18 9589.346687970694 3866.765407778302 -18533.829817775688 1.9884098706980512e+33
1.299913867582066e+18 8.026619620982047e+18 -4.375153191385418e+18 14811.335923205179 6376.489179666324 -10207.085153807528 1.9884098706980512e+33
1.976143985879299e+18 -7.943879300621143e+18 1.9784294370565028e+18 23504.135394346005 558.4910014397992 52.789619172736444 1.9884098706980512e+33
-1.1214193282353496e+18 5.159273705287336e+18 -2.3156992624602086e+18 18012.353202484734 -10999.76861638554 4510.05463580663 1.9884098706980512e+33
3.2859805688521375e+18 -4.008121228483166e+18 -4.790364972833272e+18 17638.158936416155 -12627.968282156553 4539.263330319311 1.9884098706980512e+33
-2.3062024806028406e+18 -1.451419240546021e+18 2.199752790228095e+18 2151.351535438506 -13504.092270186196 -5098.191849909375 1.9884098706980512e+33
4.426265854013076e+18 7.671871138339354e+17 3.246255073545349e+17 15537.09191771229 8146.457314114261 19386.65423989608 1.9884098706980512e+33
-3.874010154357261e+18 3.202463080868812e+18 -3.014814495347332e+18 5428.089528589217 32976.92772641775 24451.784503287414 1.9884098706980512e+33
-3.8438861140756936e+16 7.715037090540257e+18 2.138729495620465e+17 1826.5714158387866 -18225.51241558536 -18196.307512279418 1.9884098706980512e+33
5.258871446870927e+18 -1.680646192238998e+18 3.534971401510655e+18 657.6196638025832 -4356.211112884215 -7251.494956506042 1.9884098706980512e+33
-1.9198447386904246e+18 -4.4432952229602314e+18 2.88011453437512e+18 -20133.154260601335 -14658.61029763919 -13290.942698224575 1.9884098706980512e+33
7.142364940976296e+17 -4.190557503414069e+18 1.0334765063741795e+18 -10274.789408864735 -6320.802824827785 5605.395624202892 1.9884098706980512e+33
-5.664766567553252e+18 -3.2375898442795566e+18 4.1251011442308485e+18 -400.7258431818606 11055.36015063486 4321.003687516491 1.9884098706980512e+33
-2.811792247844897e+18 -4.899256306107221e+18 -1.4154421163096061e+18 17053.691708296774 7277.028886474594 24284.715617940805 1.9884098706980512e+33
